GeneMark.hmm PROKARYOTIC (Version 3.26)
Date: Thu Mar 26 22:57:03 2020
Sequence file name: seq.fna
Model file name: GeneMark_hmm_combined.mod
RBS: true
Model information: GeneMarkS_gcode_11

FASTA definition line: NODE_1_length_104244_cov_13.5403
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4410        -         191         421          231        1
 4411        -         418         900          483        1
 4412        -         897        2150         1254        1
 4413        +        2347        3594         1248        1
 4414        +        3674        4048          375        1
 4415        +        4088        4411          324        1
 4416        +        4408       >4647          240        1

FASTA definition line: NODE_196_length_4577_cov_10.264
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4417        -          <2         256          255        1
 4418        -         256         801          546        1
 4419        -         829        2154         1326        1
 4420        -        2082        2909          828        1
 4421        -        2906        3754          849        1
 4422        +        3950        4354          405        1
 4423        +        4380       >4577          198        1

FASTA definition line: NODE_197_length_4549_cov_11.1142
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4424        -          <2         217          216        1
 4425        -         227         607          381        1
 4426        -         611         778          168        1
 4427        -         775        1248          474        1
 4428        -        1245        1577          333        1
 4429        -        1574        2080          507        1
 4430        -        2085        2375          291        1
 4431        -        2508        3509         1002        1
 4432        +        3438        4406          969        1
 4433        -        4434       >4547          114        1

FASTA definition line: NODE_198_length_4480_cov_15.1315
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4434        -          <2         127          126        1
 4435        -         246        2339         2094        1
 4436        -        2343        2855          513        1
 4437        -        2810        3976         1167        1
 4438        +        3954       >4478          525        2

FASTA definition line: NODE_199_length_4475_cov_14.7527
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4439        +          <2         436          435        1
 4440        -         470         766          297        1
 4441        +        1099        2346         1248        1
 4442        +        2458        2970          513        1
 4443        +        3222        3482          261        1
 4444        -        3457        3864          408        1
 4445        -        4023       >4475          453        1

FASTA definition line: NODE_200_length_4230_cov_11.6628
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4446        +          <1         645          645        1
 4447        +         662        2965         2304        1
 4448        -        2975        3466          492        1
 4449        -        3456       >4229          774        1

FASTA definition line: NODE_201_length_4186_cov_9.81917
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4450        +          <2         544          543        1
 4451        +         544        1707         1164        1
 4452        +        1707        2882         1176        1
 4453        +        2854        3219          366        1
 4454        +        3320       >4186          867        1

FASTA definition line: NODE_202_length_4177_cov_11.9372
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4455        -          <1         243          243        1
 4456        +         543         953          411        1
 4457        -        1025        2029         1005        1
 4458        -        2029        3000          972        1
 4459        -        3116       >4177         1062        1

FASTA definition line: NODE_203_length_4151_cov_10.5684
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4460        -          <2        1090         1089        1
 4461        +        1442        1876          435        1
 4462        -        1887        2579          693        1
 4463        +        2642        3298          657        1
 4464        +        3330        3617          288        1
 4465        +        3614       >4150          537        1

FASTA definition line: NODE_204_length_4137_cov_14.1984
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4466        +          <2        1087         1086        1
 4467        +        1202        3376         2175        1
 4468        +        3373       >4137          765        1

FASTA definition line: NODE_205_length_4029_cov_9.7461
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4469        -          <2         283          282        1
 4470        -         283        1203          921        1
 4471        -        1217        2176          960        1
 4472        -        2243        2680          438        1
 4473        -        2685        3782         1098        1
 4474        -        3784        3975          192        1

FASTA definition line: NODE_206_length_3998_cov_14.7048
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4475        -          <2         244          243        1
 4476        -         244        1305         1062        1
 4477        -        1302        2180          879        1
 4478        +        2285        2533          249        1
 4479        +        2935        3222          288        1
 4480        +        3219        3584          366        2
 4481        +        3584       >3997          414        1

FASTA definition line: NODE_207_length_3956_cov_31.1594
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4482        +          <3         692          690        1
 4483        +         706        1551          846        1
 4484        -        1669        2292          624        1
 4485        +        2263        3141          879        1
 4486        +        3138        3299          162        1
 4487        +        3379        3549          171        1

FASTA definition line: NODE_208_length_3931_cov_15.9211
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4488        -          47         301          255        1
 4489        -         359        1639         1281        1
 4490        +        1906        2043          138        1
 4491        +        2289        2987          699        1
 4492        -        3060        3917          858        1

FASTA definition line: NODE_209_length_3912_cov_8.00337
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4493        -          <2         538          537        1
 4494        -         535        1245          711        1
 4495        -        1249        1980          732        1
 4496        +        2118        2936          819        1
 4497        -        3130       >3912          783        1

FASTA definition line: NODE_210_length_3824_cov_9.96339
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4498        +          <1         819          819        1
 4499        +         816        1310          495        1
 4500        -        1330        1995          666        1
 4501        -        1988        2911          924        1
 4502        +        2886       >3824          939        1

FASTA definition line: NODE_211_length_3699_cov_10.8348
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4503        +          <1        1455         1455        1
 4504        -        1484        2668         1185        1
 4505        -        2672        3304          633        1
 4506        +        3445       >3699          255        1

FASTA definition line: NODE_212_length_3430_cov_22.4116
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4507        -          <3         302          300        1
 4508        -         308         559          252        2
 4509        -         556        1239          684        1
 4510        -        1236        1496          261        1
 4511        -        1493        1858          366        1
 4512        -        1855        2295          441        1
 4513        -        2292        3428         1137        1

FASTA definition line: NODE_213_length_3300_cov_49.1387
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4514        -         203         778          576        2

FASTA definition line: NODE_214_length_3300_cov_15.0447
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4515        -          37         360          324        1
 4516        +         473         895          423        1
 4517        +        1174        1626          453        1
 4518        -        1681        3120         1440        1

FASTA definition line: NODE_215_length_3164_cov_5.92473
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4519        +          <1         660          660        1
 4520        +         660        2525         1866        1
 4521        +        2489       >3163          675        1

FASTA definition line: NODE_216_length_3035_cov_7.03725
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4522        -         113        1312         1200        1
 4523        -        1377        2630         1254        1
 4524        +        2541       >3035          495        1

FASTA definition line: NODE_217_length_3030_cov_35.6218
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4525        -          99         512          414        1
 4526        -         512         724          213        1
 4527        -         787        1488          702        1
 4528        -        1731        2048          318        1
 4529        +        2034        2195          162        2
 4530        -        2265        2423          159        2

FASTA definition line: NODE_218_length_2967_cov_15.9492
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4531        +         425        1717         1293        1
 4532        -        1714        2415          702        2
 4533        -        2412        2627          216        1
 4534        -        2624        2833          210        2

FASTA definition line: NODE_219_length_2930_cov_37.1026
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4535        -          10         291          282        1
 4536        +         352         765          414        1
 4537        +         833       >2929         2097        1

FASTA definition line: NODE_220_length_2900_cov_19.046
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4538        -         246         671          426        1
 4539        -         787        1620          834        1
 4540        -        1660        2448          789        1
 4541        -        2557       >2898          342        1

FASTA definition line: NODE_221_length_2900_cov_17.4931
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4542        -          <2         184          183        1
 4543        -         198         353          156        1
 4544        -         597         950          354        1
 4545        +        1034        2512         1479        1
 4546        +        2530       >2898          369        1

FASTA definition line: NODE_222_length_2820_cov_23.9588
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4547        +          <2         532          531        1
 4548        +         637        2028         1392        1
 4549        +        2025        2378          354        1
 4550        +        2368        2688          321        1

FASTA definition line: NODE_223_length_2805_cov_18.3131
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4551        -         173        1024          852        1
 4552        -        1021        2514         1494        1
 4553        -        2504        2785          282        1

FASTA definition line: NODE_224_length_2792_cov_11.5469
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4554        +          <2         325          324        1
 4555        +         384         992          609        1
 4556        +        1152        1517          366        1
 4557        +        1618       >2790         1173        1

FASTA definition line: NODE_225_length_2654_cov_16.0673
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4558        -          <2         709          708        1
 4559        +         876        1406          531        1
 4560        +        1545       >2654         1110        1

FASTA definition line: NODE_226_length_2602_cov_13.0326
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4561        +          <2         457          456        1
 4562        -         490         921          432        1
 4563        -         931        1374          444        1
 4564        +        1327        1752          426        1
 4565        +        1752        2555          804        1

FASTA definition line: NODE_227_length_2580_cov_40.798
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4566        +         250         918          669        1
 4567        +         915        1541          627        1
 4568        -        1605        1796          192        1
 4569        +        2062        2208          147        1
 4570        -        2254        2445          192        2

FASTA definition line: NODE_228_length_2486_cov_5.77252
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4571        +          <3        1619         1617        1
 4572        +        1616        2074          459        1
 4573        +        2076       >2486          411        1

FASTA definition line: NODE_229_length_2453_cov_57.774
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4574        +          <3         383          381        2
 4575        +         630        1445          816        2
 4576        +        1517        2002          486        1

FASTA definition line: NODE_230_length_2429_cov_20.5944
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4577        -         159         554          396        1
 4578        -         554         886          333        1
 4579        -         883        1080          198        1
 4580        -        1077        1307          231        2
 4581        +        1462        1626          165        1
 4582        +        1945        2187          243        1

FASTA definition line: NODE_231_length_2428_cov_16.3557
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4583        +         230        1006          777        1
 4584        +        1003        1704          702        1
 4585        +        1662       >2426          765        1

FASTA definition line: NODE_232_length_2402_cov_10.8428
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4586        +          <1         588          588        1
 4587        +         661        1137          477        1
 4588        +        1352       >2401         1050        1

FASTA definition line: NODE_233_length_2346_cov_9.39939
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4589        +          <2          85           84        2
 4590        -         306         791          486        1
 4591        -         798         983          186        1
 4592        +        1026        1817          792        1
 4593        +        1891       >2346          456        1

FASTA definition line: NODE_234_length_2323_cov_16.2416
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4594        +          <3         107          105        2
 4595        -         171         485          315        2
 4596        -         513         830          318        2
 4597        -         837        2321         1485        1

FASTA definition line: NODE_235_length_2287_cov_17.3244
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4598        -          <1         441          441        1
 4599        -         848        1408          561        1
 4600        +        1533        1937          405        1

FASTA definition line: NODE_236_length_2218_cov_21.0166
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4601        -          15         347          333        1
 4602        -         344         541          198        1
 4603        -         960        1283          324        1
 4604        +        1340        1573          234        1
 4605        +        1699        1911          213        1
 4606        +        1908        2180          273        1

FASTA definition line: NODE_237_length_2180_cov_7.01835
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4607        -          77        1297         1221        1
 4608        +        1436        2065          630        1

FASTA definition line: NODE_238_length_2159_cov_30.7837
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4609        +          <3         293          291        2
 4610        -         364         753          390        1
 4611        -         766        1764          999        1

FASTA definition line: NODE_239_length_2118_cov_14.239
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4612        -          <1         342          342        1
 4613        +         437        1096          660        1
 4614        +        1119        1808          690        1
 4615        +        1805       >2116          312        1

FASTA definition line: NODE_240_length_2050_cov_9.5599
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4616        +          <2         652          651        1
 4617        +         820        1824         1005        1
 4618        +        1821       >2048          228        1

FASTA definition line: NODE_241_length_1975_cov_19.7458
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4619        +          <2          85           84        1
 4620        -         273         782          510        1
 4621        -        1062        1400          339        1
 4622        -        1455        1751          297        1
 4623        -        1757       >1975          219        1

FASTA definition line: NODE_242_length_1960_cov_12.6808
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4624        +          <3          92           90        1
 4625        +         152         571          420        1
 4626        +         725        1720          996        1
 4627        +        1721       >1960          240        1

FASTA definition line: NODE_243_length_1922_cov_7.50241
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4628        -          <1       >1920         1920        1

FASTA definition line: NODE_244_length_1909_cov_8.90831
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4629        -          <1         630          630        1
 4630        -         627        1754         1128        1

FASTA definition line: NODE_245_length_1861_cov_12.6595
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4631        -          <1        1221         1221        1
 4632        -        1544       >1861          318        1

FASTA definition line: NODE_246_length_1824_cov_13.6286
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4633        -          <3         104          102        1
 4634        -         101         823          723        1
 4635        -         928        1320          393        1
 4636        +        1420       >1824          405        1

FASTA definition line: NODE_247_length_1814_cov_32.8795
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4637        -          <2         133          132        2
 4638        -         567         857          291        2
 4639        +         954        1193          240        1
 4640        +        1193        1531          339        1
 4641        +        1552        1776          225        1

FASTA definition line: NODE_248_length_1780_cov_13.6365
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4642        +         103         543          441        1
 4643        +         625        1647         1023        1
 4644        +        1658       >1780          123        2

FASTA definition line: NODE_249_length_1713_cov_7.26659
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4645        -         124         783          660        1
 4646        -         780        1532          753        1
 4647        -        1529       >1711          183        1

FASTA definition line: NODE_250_length_1678_cov_8.96981
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4648        -          <2         490          489        1
 4649        -         550        1074          525        1
 4650        -        1307       >1678          372        1

FASTA definition line: NODE_251_length_1626_cov_37.8154
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4651        -         303        1517         1215        1

FASTA definition line: NODE_252_length_1606_cov_112.763
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4652        +          83        1459         1377        1

FASTA definition line: NODE_253_length_1518_cov_8.99658
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4653        -          <2       >1516         1515        1

FASTA definition line: NODE_254_length_1516_cov_11.601
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4654        -          <1        1500         1500        1

FASTA definition line: NODE_255_length_1503_cov_10.971
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4655        -          <1         687          687        1
 4656        -         855        1484          630        1

FASTA definition line: NODE_256_length_1480_cov_4.80632
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4657        +          <2       >1480         1479        1

FASTA definition line: NODE_257_length_1466_cov_14.0532
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4658        +          <2         193          192        2
 4659        -         264        1169          906        2

FASTA definition line: NODE_258_length_1445_cov_9.60576
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4660        +          <1         306          306        1
 4661        -         328         672          345        1
 4662        -         669       >1445          777        1

FASTA definition line: NODE_259_length_1361_cov_12.9839
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4663        +         205         600          396        1
 4664        +         688       >1359          672        1

FASTA definition line: NODE_260_length_1338_cov_13.8394
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4665        -          <1         978          978        1
 4666        -         978       >1337          360        1

FASTA definition line: NODE_261_length_1311_cov_9.57325
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4667        +          <1         768          768        1
 4668        +         772        1197          426        1

FASTA definition line: NODE_262_length_1236_cov_11.287
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4669        -          <2        1030         1029        1

FASTA definition line: NODE_263_length_1184_cov_34.6785
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4670        -         421        1113          693        1

FASTA definition line: NODE_264_length_1169_cov_22.2433
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4671        +          <2         193          192        2
 4672        +         436         807          372        1

FASTA definition line: NODE_265_length_1138_cov_10.6131
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4673        -          <1         207          207        1
 4674        +         399         797          399        1
 4675        -         918       >1136          219        1

FASTA definition line: NODE_266_length_1126_cov_39.2913
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4676        -         129         992          864        1

FASTA definition line: NODE_267_length_1098_cov_4.58102
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4677        +          <1       >1098         1098        1

FASTA definition line: NODE_268_length_1033_cov_47.816
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4678        -           9         566          558        1
 4679        -         568         999          432        1

FASTA definition line: NODE_269_length_1019_cov_12.3029
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4680        -          <3         689          687        1
 4681        -         722       >1018          297        1

FASTA definition line: NODE_270_length_1015_cov_7.71979
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4682        -          <3         251          249        1
 4683        -         248       >1015          768        1

FASTA definition line: NODE_271_length_993_cov_22.8273
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4684        +          <3         500          498        1
 4685        +         507         824          318        2
 4686        +         846        >992          147        2

FASTA definition line: NODE_272_length_992_cov_24.7289
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4687        -         489         593          105        1
 4688        +         598         708          111        1

FASTA definition line: NODE_273_length_967_cov_5.86952
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4689        -          <2          88           87        1
 4690        -          78        >965          888        1

FASTA definition line: NODE_274_length_965_cov_68.4121
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4691        -          <2         547          546        1

FASTA definition line: NODE_275_length_965_cov_15.7824
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4692        -          <3        >965          963        1

FASTA definition line: NODE_276_length_953_cov_19.4889
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4693        +          <2         193          192        2
 4694        -         246         467          222        1
 4695        -         460         732          273        1

FASTA definition line: NODE_277_length_947_cov_25.6222
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4696        +          40         441          402        1
 4697        +         438         779          342        1
 4698        +         776        >946          171        1

FASTA definition line: NODE_278_length_884_cov_2.96984
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4699        -          <2         217          216        1
 4700        -         322         882          561        1

FASTA definition line: NODE_279_length_856_cov_15.0649
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4701        -          <3         836          834        1

FASTA definition line: NODE_280_length_849_cov_39.2191
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4702        +          <3         383          381        2

FASTA definition line: NODE_281_length_823_cov_4.41276
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4703        +          <1        >822          822        1

FASTA definition line: NODE_282_length_790_cov_17.268
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4704        +          <1         279          279        2
 4705        +         276         662          387        1

FASTA definition line: NODE_283_length_772_cov_9.80056
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4706        +          <1         300          300        1
 4707        -         391        >771          381        1

FASTA definition line: NODE_284_length_766_cov_2.83544
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4708        -          <3        >764          762        1

FASTA definition line: NODE_285_length_756_cov_22.9344
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4709        +          <2        >754          753        1

FASTA definition line: NODE_286_length_748_cov_25.9408
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4710        +          <3         602          600        1

FASTA definition line: NODE_287_length_722_cov_9.83958
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4711        -          <3        >722          720        1

FASTA definition line: NODE_288_length_710_cov_7.82901
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4712        -          <2         529          528        1
 4713        +         491        >709          219        1

FASTA definition line: NODE_289_length_699_cov_13.2966
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4714        +          <3         464          462        1
 4715        +         519        >698          180        1

FASTA definition line: NODE_290_length_695_cov_30.3188
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4716        +          <3         317          315        2
 4717        +         342         647          306        2

FASTA definition line: NODE_291_length_683_cov_11.4968
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4718        -          <1        >681          681        1

FASTA definition line: NODE_292_length_663_cov_4.32072
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4719        -          <2        >661          660        1

FASTA definition line: NODE_293_length_652_cov_19.0352
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4720        -           8        >652          645        1

FASTA definition line: NODE_294_length_652_cov_5.80235
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4721        -          34         123           90        1

FASTA definition line: NODE_295_length_642_cov_9.39864
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4722        -          <1        >642          642        1

FASTA definition line: NODE_296_length_633_cov_3.34602
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4723        +          <2        >631          630        1

FASTA definition line: NODE_297_length_625_cov_6.70175
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4724        +          62        >625          564        1

FASTA definition line: NODE_298_length_602_cov_7.13894
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4725        +          <1        >600          600        1

FASTA definition line: NODE_299_length_595_cov_2.26481
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4726        -          <3        >593          591        1

FASTA definition line: NODE_300_length_576_cov_3.96353
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4727        +          <3        >575          573        1

FASTA definition line: NODE_301_length_552_cov_11.1911
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4728        +          <1         243          243        1
 4729        -         332        >550          219        1

FASTA definition line: NODE_302_length_547_cov_5.90041
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4730        +          <1        >546          546        1

FASTA definition line: NODE_303_length_542_cov_3.75359
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4731        +          <2        >541          540        1

FASTA definition line: NODE_304_length_536_cov_7.58212
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4732        +          <3        >536          534        1

FASTA definition line: NODE_305_length_534_cov_26.2192
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4733        +          36         353          318        2
 4734        +         378        >533          156        2

FASTA definition line: NODE_306_length_532_cov_17.2285
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4735        +          <1         216          216        2
 4736        -         227        >532          306        1

FASTA definition line: NODE_307_length_530_cov_6.36211
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4737        -          <2         508          507        1

FASTA definition line: NODE_308_length_514_cov_63.9499
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4738        +          <3         308          306        1

FASTA definition line: NODE_309_length_508_cov_56.1258
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4739        +          <2          85           84        2
 4740        +         111         326          216        1
 4741        +         334        >507          174        1

FASTA definition line: NODE_310_length_503_cov_18.6384
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4742        -          <3        >503          501        1

FASTA definition line: NODE_311_length_494_cov_2.89522
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4743        -         348        >494          147        1

FASTA definition line: NODE_312_length_492_cov_24.7277
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4744        +          <3        >491          489        1

FASTA definition line: NODE_313_length_462_cov_14.4668
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4745        -          <2        >460          459        2

FASTA definition line: NODE_314_length_454_cov_23.1303
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
 4746        +          <1         360          360        1

FASTA definition line: NODE_315_length_440_cov_39.8779
